x,y,z
56,162,-1489
87,-46,-1167
-48,-40,-876
0,-117,-964
-33,-111,-1288
11,-132,-1583
-107,132,-1618
0,343,-1577
54,163,-1506
83,21,-1212
-3,-52,-903
9,-130,-929
-48,-74,-1262
37,-72,-1598
-105,124,-1639
-1,238,-1583
27,179,-1540
144,-3,-1296
-5,-15,-915
-17,-99,-925
-17,-70,-1300
11,-122,-1610
-126,150,-1592
-5,357,-1643
35,218,-1583
101,-29,-1290
-27,-87,-913
-7,-105,-946
-54,-52,-1218
-15,-136,-1508
-91,35,-1604
-13,296,-1635
9,277,-1530
83,74,-1300
17,-52,-983
0,-167,-909
-48,-105,-1130
11,-121,-1534
-25,46,-1635
-50,234,-1581
-7,224,-1538
134,35,-1393
23,-21,-987
-15,-101,-845
-21,-87,-1147
25,-167,-1516
-80,5,-1577
-46,249,-1608
17,288,-1612
121,74,-1403
-1,-60,-1015
19,-124,-899
-33,-95,-1104
13,-111,-1428
-17,-29,-1600
-40,230,-1639
23,306,-1575
72,95,-1391
48,-46,-1089
7,-109,-864
7,-150,-1018
9,-136,-1385
17,-64,-1590
-85,203,-1577
35,339,-1557
89,146,-1432
62,-46,-1075
-17,-81,-849
11,-87,-983
11,-101,-1323
0,-95,-1536
-95,179,-1567
42,302,-1547
78,181,-1424
103,-29,-1098
54,-72,-845
80,-162,-958
80,-68,-1257
97,-103,-1532
37,169,-1557
68,267,-1542
103,210,-1395
62,33,-1153
251,-167,-864
-130,-107,-1011
407,-117,-1198
433,-29,-1491
228,160,-1475
778,165,-1382
769,253,-1522
1091,169,-999
714,-488,-823
1106,-152,-1003
901,-70,-1270
962,7,-1419
691,-7,-1423
1147,-68,-1448
899,534,-1385
1110,31,-1003
769,-158,-718
950,-648,-821
778,91,-1009
884,142,-1251
765,-126,-1329
774,-54,-1307
878,384,-1274
772,349,-1151
587,-203,-794
532,-450,-792
642,-74,-1110
499,195,-1331
324,-27,-1364
368,-33,-1372
495,259,-1346
544,286,-1128
468,-39,-790
404,-423,-771
398,-58,-938
493,158,-1233
378,44,-1401
361,-85,-1491
470,265,-1411
503,361,-1216
372,-109,-917
277,-366,-769
220,-111,-862
152,76,-1126
109,1,-1354
31,-60,-1407
48,244,-1325
109,224,-1165
46,-5,-843
-74,-251,-675
-150,-158,-757
-85,-17,-1145
-140,46,-1380
-220,93,-1432
-162,279,-1350
-56,124,-1257
-62,62,-925
-144,-99,-657
-482,-222,-718
-111,-97,-995
-946,148,-1419
-1032,187,-1444
-1065,253,-1448
-1147,365,-1442
-989,25,-985
-1464,240,-819
-1071,-48,-497
-1528,-165,-1013
-1085,54,-1292
-1497,396,-1426
-827,251,-1241
-1095,19,-1432
-532,259,-944
-798,148,-751
-634,-91,-718
-683,-310,-1001
-519,245,-1352
-314,171,-1551
-437,148,-1592
-171,-107,-1362
-183,111,-1022
-126,222,-556
-240,-284,-542
-255,-277,-798
-152,-29,-1272
-160,456,-1389
-132,148,-1487
-142,-27,-1368
-1,-7,-1089
-130,259,-677
-60,-175,-671
-203,-142,-958
-93,-312,-1247
-294,203,-1319
-134,306,-1391
-298,238,-1288
-162,-64,-1007
-343,37,-726
-269,-39,-679
-476,-87,-862
-390,-78,-1241
-347,97,-1458
-339,329,-1489
-294,251,-1331
-193,81,-1083
-181,27,-749
-208,-54,-673
-222,-74,-800
-160,-187,-1141
-95,103,-1356
-40,249,-1440
-9,238,-1303
72,23,-1079
72,11,-771
62,-70,-657
-44,-152,-782
-11,-165,-1102
-23,15,-1335
-40,204,-1364
-60,218,-1231
-17,39,-1028
-29,11,-691
-91,-91,-562
-119,-158,-702
-117,-189,-1063
-44,-70,-1313
-62,165,-1382
19,298,-1315
64,117,-1151
54,3,-886
9,-78,-696
-46,-130,-776
-54,-158,-1091
-21,-46,-1362
-80,185,-1393
-13,310,-1317
50,214,-1157
99,27,-884
27,-52,-665
13,-150,-745
17,-109,-1054
42,-39,-1362
1,218,-1403
46,345,-1348
62,195,-1196
62,0,-897
-19,-40,-626
-11,-152,-696
-58,-121,-962
-25,-111,-1221
-93,134,-1313
-25,290,-1286
27,203,-1167
64,0,-938
-1,-56,-689
-27,-119,-706
-70,-101,-964
-3,-115,-1290
-91,76,-1376
-44,269,-1364
-9,245,-1223
54,46,-1007
-27,1,-708
-52,-121,-689
-119,-95,-925
-27,-99,-1278
-105,101,-1391
-56,277,-1385
-33,265,-1274
60,66,-1065
-21,-9,-718
-50,-130,-673
-111,-134,-880
-46,-144,-1210
-97,15,-1331
-64,242,-1303
-33,279,-1190
62,74,-1028
0,-29,-710
-35,-134,-636
-85,-138,-808
-1,-136,-1179
-46,33,-1342
-48,251,-1346
-17,271,-1233
89,97,-1063
27,-35,-747
-5,-124,-614
-52,-136,-778
-1,-148,-1145
-23,-5,-1315
-40,220,-1335
11,296,-1264
101,122,-1130
52,-25,-812
17,-124,-650
-27,-138,-782
15,-103,-1124
3,-21,-1327
-42,210,-1346
19,304,-1259
46,113,-1122
66,-5,-817
-7,-95,-636
-15,-150,-737
-7,-136,-1061
19,-54,-1325
-29,175,-1342
42,296,-1270
87,163,-1143
107,-15,-892
31,-95,-653
25,-140,-722
-15,-126,-1007
13,-85,-1282
-54,171,-1333
11,286,-1296
58,197,-1194
78,13,-940
1,-50,-671
-1,-156,-716
-40,-99,-976
15,-72,-1290
-54,154,-1352
5,308,-1325
39,189,-1198
68,15,-954
9,-46,-673
-7,-150,-675
-50,-109,-915
1,-107,-1241
-74,132,-1329
-31,294,-1333
0,261,-1227
70,31,-997
-7,-33,-698
-21,-130,-673
-74,-126,-899
-7,-91,-1212
-74,87,-1339
-27,298,-1341
-7,210,-1223
85,66,-1011
19,-56,-710
-13,-117,-636
-62,-130,-843
-1,-126,-1179
-56,60,-1311
-23,290,-1346
-9,269,-1249
81,46,-1054
9,-31,-741
-15,-132,-642
-58,-156,-827
0,-115,-1151
-46,27,-1309
-23,257,-1354
-5,275,-1260
117,74,-1081
31,-29,-763
9,-136,-636
-37,-144,-772
0,-154,-1122
-11,35,-1313
-17,236,-1329
23,314,-1257
105,81,-1120
37,-1,-786
9,-138,-618
-27,-142,-743
5,-136,-1083
7,0,-1298
-35,206,-1341
17,316,-1276
99,113,-1139
56,-5,-845
23,-97,-616
0,-163,-716
15,-130,-1048
21,-44,-1284
-50,210,-1323
17,324,-1276
83,134,-1143
62,-3,-874
17,-83,-626
-19,-142,-685
-29,-124,-1011
27,-76,-1303
-64,193,-1337
0,314,-1313
54,175,-1200
66,17,-927
9,-70,-644
-9,-160,-675
-40,-134,-985
31,-99,-1268
-93,158,-1321
3,302,-1311
40,195,-1208
56,11,-946
7,-23,-659
-21,-140,-683
-60,-132,-933
0,-103,-1251
-85,148,-1323
-7,333,-1337
15,216,-1208
78,50,-987
11,-40,-683
-7,-136,-650
-42,-138,-892
7,-109,-1225
-46,103,-1335
-3,302,-1337
23,220,-1235
97,56,-1020
27,-56,-687
-3,-117,-640
-56,-136,-866
11,-124,-1188
-54,93,-1319
-25,304,-1333
-3,265,-1237
107,52,-1046
21,-5,-735
-9,-134,-648
-58,-134,-821
7,-134,-1155
-27,46,-1315
-15,253,-1331
-5,263,-1253
117,76,-1081
27,-21,-743
-3,-136,-622
-42,-140,-792
-9,-148,-1124
-21,33,-1300
-33,255,-1315
-1,284,-1264
85,101,-1104
27,-23,-790
5,-119,-626
-40,-142,-737
5,-148,-1097
-17,0,-1294
-56,220,-1331
0,306,-1274
85,119,-1138
39,-9,-819
9,-136,-622
-39,-154,-710
3,-128,-1063
5,-39,-1286
-66,238,-1323
25,318,-1282
68,132,-1165
58,-9,-870
-9,-62,-628
-13,-171,-696
-17,-136,-1028
13,-68,-1284
-64,191,-1323
19,333,-1288
78,173,-1188
70,-7,-907
17,-80,-642
3,-163,-675
-7,-132,-989
25,-99,-1262
-70,181,-1323
31,306,-1317
48,208,-1210
83,11,-936
11,-46,-642
-19,-156,-677
-35,-132,-960
9,-95,-1260
-74,152,-1329
0,320,-1327
40,204,-1227
89,23,-991
7,-35,-677
-1,-134,-659
-40,-130,-907
11,-126,-1237
-81,119,-1319
-7,292,-1337
17,245,-1245
91,52,-1009
-9,-31,-689
-19,-115,-646
-70,-142,-870
-5,-126,-1196
-60,97,-1321
-21,277,-1342
0,253,-1257
95,62,-1059
15,-29,-718
-15,-128,-638
-64,-140,-833
7,-142,-1171
-42,56,-1309
-21,265,-1325
-9,288,-1249
111,81,-1065
27,-37,-745
0,-138,-618
-44,-144,-790
-5,-136,-1130
-37,33,-1298
-29,247,-1335
3,290,-1264
87,85,-1100
23,-7,-786
3,-138,-630
-29,-150,-747
7,-158,-1106
-9,7,-1301
-23,220,-1323
7,316,-1266
97,95,-1122
48,-15,-808
21,-132,-616
-23,-144,-720
0,-132,-1063
9,-35,-1292
-54,218,-1309
3,316,-1276
83,130,-1159
46,11,-856
5,-93,-628
-7,-173,-706
-15,-136,-1028
29,-68,-1270
-74,206,-1323
27,310,-1284
78,165,-1184
70,13,-909
11,-85,-628
-21,-152,-675
-13,-138,-991
15,-95,-1257
-83,204,-1311
9,298,-1319
52,220,-1194
70,19,-935
5,-40,-655
-11,-154,-673
-27,-134,-960
21,-87,-1255
-66,160,-1335
0,310,-1329
46,206,-1223
80,31,-970
9,-60,-675
-13,-134,-663
-40,-134,-917
3,-126,-1225
-72,130,-1311
-5,304,-1335
11,255,-1235
78,46,-1011
1,-37,-696
-27,-128,-663
-58,-140,-892
0,-121,-1204
-74,101,-1317
-11,286,-1331
3,257,-1245
105,58,-1052
11,-21,-726
-9,-132,-642
-62,-152,-837
-9,-148,-1177
-48,76,-1290
-17,265,-1333
-5,267,-1253
97,76,-1071
25,-15,-745
-17,-136,-622
-52,-144,-798
-11,-132,-1128
-27,25,-1305
-37,240,-1317
-1,308,-1276
103,80,-1114
29,-21,-786
-7,-128,-605
-39,-169,-749
3,-152,-1112
-1,0,-1298
-46,218,-1315
1,298,-1266
101,115,-1134
33,-17,-810
9,-122,-620
-21,-150,-724
3,-144,-1063
0,-39,-1278
-58,214,-1317
11,327,-1290
91,140,-1173
39,-9,-866
23,-89,-628
-13,-181,-702
-5,-132,-1046
19,-85,-1278
-58,199,-1327
29,308,-1294
80,167,-1184
74,11,-897
15,-74,-634
0,-165,-675
-25,-144,-991
15,-87,-1262
-85,181,-1313
15,320,-1317
56,203,-1210
81,7,-927
37,-52,-648
27,-142,-683
27,-148,-952
68,-101,-1247
13,169,-1305
113,290,-1313
156,206,-1231
298,-40,-958
212,-21,-673
212,-140,-653
183,-165,-909
339,-160,-1192
238,115,-1327
372,390,-1352
363,187,-1260
528,-103,-983
411,-31,-702
421,-56,-632
355,-189,-894
423,-210,-1165
337,70,-1321
398,365,-1348
396,253,-1262
546,-119,-1024
398,-39,-710
347,-56,-616
224,-142,-819
355,-279,-1138
257,80,-1333
314,353,-1354
277,259,-1286
404,-56,-1054
294,-40,-718
271,-40,-634
119,-138,-765
208,-247,-1128
126,48,-1342
115,292,-1389
146,294,-1290
257,11,-1098
167,3,-751
124,-64,-587
19,-150,-718
52,-216,-1083
27,15,-1333
37,257,-1370
56,322,-1305
142,42,-1128
37,11,-751
25,11,-612
-15,-173,-737
11,-226,-1081
-5,-111,-1294
5,218,-1321
9,339,-1262
83,142,-1104
111,103,-866
50,97,-732
56,-165,-792
80,-273,-1081
72,-253,-1245
25,-3,-1225
-7,296,-1124
72,156,-1046
76,244,-942
42,171,-841
78,25,-882
128,-163,-1085
93,-302,-1186
7,-31,-1106
-7,179,-1063
87,103,-1087
66,136,-1048
39,150,-944
70,33,-944
107,-122,-1018
76,-175,-1065
-3,25,-1032
-52,201,-1018
40,167,-1087
64,85,-1155
37,124,-1081
44,-15,-958
39,-126,-952
89,-204,-1015
-50,-44,-989
-83,228,-1001
-7,160,-1141
68,162,-1264
37,165,-1141
48,93,-944
44,-78,-878
111,-247,-901
-7,-140,-950
-46,91,-1032
-35,39,-1223
66,101,-1319
29,173,-1159
40,218,-981
-3,13,-810
58,-156,-835
-74,-119,-921
-95,11,-1056
-89,81,-1216
35,29,-1356
-3,163,-1179
-1,146,-954
-44,-15,-761
44,-167,-833
-35,-136,-929
-48,56,-1081
-89,126,-1241
25,130,-1372
17,140,-1188
31,163,-931
-13,-21,-737
72,-195,-821
7,-216,-907
-35,-44,-1063
-50,99,-1214
37,152,-1335
25,257,-1190
60,247,-962
31,99,-815
128,-150,-872
81,-308,-936
19,-156,-1018
-54,46,-1159
29,103,-1253
31,124,-1184
31,261,-989
33,167,-841
111,-87,-884
37,-240,-905
-37,-162,-974
-80,64,-1102
-1,140,-1257
-52,152,-1223
33,191,-1048
81,78,-952
19,11,-909
7,-312,-886
-44,-105,-917
-83,70,-1071
23,195,-1229
-11,121,-1255
74,251,-1182
48,154,-960
56,-40,-862
76,-255,-858
-17,-181,-929
-15,-3,-1054
-167,107,-1184
1,183,-1331
54,216,-1223
60,257,-976
25,113,-823
72,-253,-808
-35,-142,-919
-68,-40,-1016
-13,11,-1212
-29,107,-1292
46,203,-1241
9,216,-1007
74,85,-868
35,-167,-823
-37,-210,-837
-160,7,-946
-37,85,-1245
35,95,-1401
-9,199,-1192
0,234,-1013
-44,206,-905
81,-199,-798
-56,-267,-808
-21,-89,-1026
-105,-11,-1182
-33,185,-1329
-31,244,-1319
46,214,-1075
9,160,-784
138,-122,-815
-9,-197,-884
-5,-242,-1022
-140,46,-1106
0,212,-1290
44,193,-1098
37,230,-835
68,-113,-790
9,-286,-813
-17,-156,-962
-81,107,-1163
25,74,-1311
35,121,-1305
29,253,-1013
54,146,-907
101,-11,-819
37,-359,-870
-33,-146,-935
-5,35,-1112
-33,177,-1284
-5,83,-1237
46,222,-1093
23,222,-903
29,-9,-808
33,-281,-882
-64,-218,-915
-169,33,-1056
-132,140,-1253
40,64,-1339
80,296,-1167
91,169,-895
52,64,-858
31,-177,-895
-56,-218,-899
-31,-13,-1018
-27,99,-1227
-13,113,-1305
-13,162,-1171
-64,107,-940
259,218,-936
64,-179,-813
-121,-208,-813
-60,-179,-1061
-87,230,-1245
29,245,-1278
60,128,-1235
58,179,-989
-115,122,-837
105,-171,-839
115,-296,-931
-70,39,-989
-89,-54,-1128
1,187,-1380
39,286,-1282
35,210,-1007
56,144,-813
93,-95,-888
-35,-224,-849
-119,-224,-989
-54,-19,-1153
-97,148,-1301
-83,296,-1247
58,183,-1077
5,232,-843
42,-76,-843
68,-142,-899
-74,-242,-1009
-103,-62,-1126
48,64,-1262
-111,218,-1151
-11,275,-993
15,251,-1028
68,-29,-1056
5,-304,-849
-35,-195,-843
3,-17,-1054
-17,-58,-1196
-97,150,-1167
39,327,-1159
9,400,-1063
78,-78,-974
46,-275,-944
-95,-308,-823
-142,-11,-919
7,-27,-1143
-87,173,-1276
132,253,-1235
134,368,-1143
74,101,-989
191,-249,-903
-91,-370,-747
-74,-80,-796
5,-58,-1104
-37,273,-1337
5,292,-1327
85,325,-1126
113,1,-979
124,-91,-821
-72,-335,-628
-56,-179,-821
-29,46,-1143
-40,163,-1364
-9,327,-1376
-15,320,-1198
5,136,-966
197,-212,-747
11,-286,-665
-144,-136,-769
-144,-107,-1054
-21,95,-1436
21,302,-1467
37,296,-1192
80,347,-956
97,-177,-786
40,-284,-624
-50,-218,-806
-21,-46,-1159
-80,-23,-1354
37,343,-1479
85,290,-1270
76,238,-952
80,-80,-700
60,-138,-667
-52,-245,-815
-89,-187,-1093
-99,56,-1331
29,253,-1438
-70,351,-1264
52,220,-960
167,1,-851
7,-183,-646
-212,-212,-751
-74,-83,-1052
44,-105,-1337
-87,333,-1428
-89,327,-1231
-1,210,-1011
46,103,-882
35,-302,-735
-19,-187,-706
-150,-128,-1020
-91,-15,-1317
40,195,-1417
-11,351,-1282
56,314,-1048
103,44,-864
144,-193,-722
-33,-169,-739
-101,-234,-976
-37,-50,-1214
7,201,-1385
-19,382,-1385
35,273,-1048
148,23,-853
103,-109,-782
9,-228,-741
-111,-169,-899
-17,-138,-1216
-54,165,-1395
-13,353,-1286
62,290,-1110
23,187,-915
103,-183,-757
-31,-355,-685
-119,-80,-839
-62,-134,-1233
-107,74,-1382
-1,263,-1321
103,470,-1169
138,292,-1024
-52,-212,-679
-1,-392,-728
-154,-50,-862
1,-121,-1120
-62,9,-1323
21,273,-1428
-17,429,-1151
146,238,-956
76,-185,-786
113,-294,-687
-62,-162,-755
-66,-7,-1110
-46,-21,-1374
25,322,-1391
58,324,-1225
42,298,-936
64,-115,-854
107,-310,-646
-23,-228,-776
-121,-31,-1044
-35,31,-1296
19,152,-1423
9,433,-1266
13,322,-981
165,15,-849
64,-304,-722
-58,-242,-767
-163,-165,-960
-25,48,-1223
-80,113,-1432
66,409,-1337
50,281,-1042
81,144,-847
21,-218,-724
-3,-327,-733
-107,-136,-940
-93,7,-1272
-58,277,-1423
25,175,-1337
78,341,-1059
158,81,-913
93,-160,-769
-50,-419,-650
-58,-91,-872
-39,37,-1266
-72,203,-1413
-23,259,-1266
290,257,-1163
91,273,-933
11,-138,-772
-126,-404,-665
-23,-150,-886
-169,-85,-1159
-37,244,-1413
-17,80,-1300
167,427,-1233
-27,460,-911
70,-222,-778
-89,-312,-798
-175,-374,-733
-9,-17,-1130
-101,212,-1407
-74,115,-1354
163,286,-1143
83,534,-1071
-46,-99,-851
-33,-593,-675
-54,-222,-753
-113,87,-972
-27,183,-1409
-101,74,-1389
158,162,-1235
-64,714,-1073
152,-103,-833
103,-501,-730
-17,-376,-696
3,11,-942
-179,89,-1298
35,101,-1462
33,284,-1220
204,513,-1122
183,144,-821
3,-322,-788
-46,-579,-659
-132,-175,-778
-206,302,-1198
64,113,-1565
-66,277,-1305
203,255,-1071
134,452,-944
19,-355,-849
-132,-388,-548
-136,-396,-710
-87,269,-1268
-44,167,-1538
-9,208,-1319
216,193,-1102
150,425,-1061
17,-171,-724
-134,-454,-501
-58,-366,-728
-132,247,-1220
46,121,-1553
-27,251,-1342
218,265,-1225
101,363,-1034
19,-46,-712
-44,-484,-460
33,-341,-771
-242,70,-1118
17,290,-1577
-50,181,-1382
306,140,-1266
3,427,-960
206,-40,-802
50,-447,-419
-76,-345,-751
-396,52,-1091
74,210,-1581
9,232,-1475
48,121,-1200
9,402,-948
269,-7,-872
-70,-156,-486
-240,-458,-661
-228,-56,-1093
-25,216,-1545
31,288,-1542
-70,44,-1184
197,402,-1020
109,81,-786
-50,-60,-614
-244,-546,-607
-80,-224,-1050
-58,322,-1516
35,234,-1606
-121,173,-1149
267,265,-989
175,279,-786
-81,-185,-673
-201,-507,-560
-105,-394,-1050
-19,423,-1503
68,191,-1626
-87,351,-1167
189,35,-981
212,259,-788
5,-115,-669
-111,-394,-603
-35,-417,-979
-39,126,-1424
121,402,-1665
-154,333,-1212
124,-35,-895
183,284,-817
54,-132,-702
78,-259,-587
-273,-382,-952
-169,19,-1469
-39,286,-1614
9,458,-1251
70,-31,-913
138,242,-845
101,-119,-704
-52,-167,-566
-234,-458,-993
-130,-31,-1385
81,292,-1553
-33,372,-1266
52,173,-995
128,23,-747
138,78,-730
-162,-267,-675
-154,-368,-917
7,-189,-1337
46,415,-1526
-31,279,-1272
95,265,-1030
95,25,-847
204,93,-681
-5,-234,-722
-37,-337,-907
-46,-316,-1241
25,363,-1493
-97,366,-1333
70,210,-1042
169,56,-851
128,52,-790
-66,-173,-722
-142,-341,-771
-97,-273,-1237
-128,228,-1434
-5,480,-1268
76,222,-1202
-119,265,-991
81,-105,-651
150,-105,-747
-158,-290,-911
-216,-361,-1161
-1,54,-1300
17,447,-1329
87,534,-1300
-42,126,-964
111,-3,-724
68,-187,-796
-130,-232,-788
-109,-409,-931
19,58,-1341
-23,240,-1405
119,706,-1294
58,189,-1134
119,-60,-813
126,-201,-636
56,-144,-743
-23,-228,-1007
-322,-290,-1190
87,224,-1446
189,767,-1393
144,302,-1218
25,-93,-741
83,-339,-554
46,-146,-722
-97,-130,-974
-460,-310,-1204
66,138,-1409
70,737,-1563
183,624,-1272
-199,-140,-714
203,-413,-486
39,-251,-784
-378,140,-927
-388,-583,-1009
302,83,-1547
-9,730,-1704
50,712,-1194
-42,7,-679
335,-480,-650
-175,-156,-694
-283,-29,-806
-107,-396,-1067
236,-111,-1665
-113,612,-1545
203,568,-1260
-156,443,-618
343,-696,-712
-72,-109,-661
-165,-269,-696
-29,23,-1079
39,-253,-1750
-83,411,-1559
175,560,-1206
0,566,-776
314,-513,-640
-126,-325,-585
-56,-302,-726
-175,87,-1046
-341,-265,-1592
175,173,-1544
101,673,-1218
-107,681,-837
312,-452,-671
-11,-589,-653
-195,-144,-673
-173,193,-1075
-40,-167,-1629
154,-58,-1518
-31,689,-1231
130,548,-868
210,-160,-685
-238,-667,-474
33,-101,-788
-279,281,-1044
-81,-245,-1489
331,-3,-1573
3,343,-1364
-48,651,-794
173,5,-673
0,-554,-605
146,-331,-800
-316,327,-1028
-91,-33,-1448
230,-126,-1608
-177,302,-1317
212,540,-829
78,349,-622
179,-698,-663
31,-271,-874
-314,-33,-962
-50,81,-1395
105,-15,-1624
-83,327,-1358
-33,488,-833
144,380,-689
226,-534,-667
-101,-263,-823
-345,-193,-954
-113,52,-1278
152,119,-1647
-148,474,-1368
136,339,-825
119,144,-772
183,-195,-849
-103,-450,-724
-222,-119,-917
-130,39,-1257
165,337,-1633
0,183,-1346
-27,343,-858
107,267,-776
327,-253,-878
-17,-429,-802
-439,-302,-749
-27,58,-1262
83,294,-1598
23,292,-1329
17,398,-1003
64,234,-919
99,-117,-800
-68,-400,-692
-99,-380,-845
7,-78,-1225
-101,302,-1458
13,302,-1331
54,245,-1169
56,341,-946
83,-152,-720
-29,-195,-700
-85,-368,-835
-146,-193,-1165
-91,230,-1385
83,288,-1368
-17,431,-1241
9,160,-981
193,-119,-710
52,-288,-685
-238,-138,-794
-68,-339,-1048
17,89,-1391
21,396,-1522
-197,523,-1239
64,169,-901
269,-9,-755
76,-288,-724
-152,-439,-679
-169,-277,-995
-44,76,-1450
-124,382,-1477
54,445,-1262
245,288,-917
111,-37,-813
54,-199,-636
-68,-324,-718
-199,-312,-1028
-185,-17,-1344
44,366,-1456
177,488,-1362
44,140,-1016
68,37,-739
128,-179,-601
-126,-286,-739
-220,-329,-976
-74,-97,-1257
48,370,-1510
-21,501,-1395
83,195,-981
152,23,-763
87,-156,-659
-39,-193,-689
-167,-413,-921
-66,-89,-1278
37,236,-1516
7,497,-1389
78,361,-1079
72,54,-776
249,-185,-673
-56,-158,-692
-85,-339,-888
-46,-253,-1233
0,240,-1518
33,458,-1421
148,404,-1079
93,85,-837
203,-216,-691
-9,-150,-694
-193,-296,-813
-119,-214,-1231
-68,173,-1473
76,433,-1436
33,497,-1147
33,29,-946
44,-136,-626
81,-212,-706
-167,-195,-804
-83,-355,-1186
-171,181,-1450
17,386,-1438
-37,554,-1235
144,101,-933
177,-46,-659
-5,-247,-667
-113,-333,-813
-193,-255,-1089
-107,119,-1409
35,402,-1508
39,425,-1282
76,191,-985
81,-25,-706
15,-154,-620
-81,-245,-808
-201,-193,-1038
-46,-105,-1360
103,417,-1522
27,415,-1346
17,179,-974
152,-134,-741
46,-60,-599
-160,-224,-720
-136,-228,-1028
-9,-126,-1423
17,448,-1508
76,448,-1372
-9,204,-983
39,-19,-771
17,-163,-577
-40,-238,-728
-212,-193,-997
-193,-234,-1327
64,290,-1540
39,573,-1387
83,253,-1022
60,83,-784
122,-216,-599
-70,-136,-679
-80,-341,-976
-113,-244,-1327
-42,218,-1467
-17,478,-1419
91,415,-1020
144,-42,-827
58,-193,-577
-68,-103,-648
-130,-210,-931
-31,-240,-1319
-52,199,-1528
37,378,-1426
140,448,-1046
113,-46,-813
99,-204,-616
-46,-298,-616
-80,-109,-858
-48,-230,-1307
-7,173,-1516
58,339,-1397
115,523,-1081
62,31,-837
21,-183,-646
1,-333,-622
-44,0,-843
-87,-386,-1274
-119,148,-1499
7,302,-1413
-5,607,-1173
21,52,-831
222,-142,-657
33,-292,-657
-156,-39,-788
-130,-366,-1179
5,130,-1512
-68,283,-1444
-7,491,-1124
103,95,-944
101,-56,-679
119,-251,-651
-140,-130,-776
-177,-275,-1079
-107,124,-1506
-29,324,-1448
54,329,-1212
66,325,-870
244,-87,-813
42,-185,-642
-70,-370,-767
-136,-154,-1098
-113,66,-1423
3,312,-1458
80,427,-1214
107,312,-970
162,-42,-823
56,-195,-591
-160,-322,-718
-140,-119,-1112
-119,-134,-1356
37,281,-1444
39,486,-1288
83,333,-1028
154,17,-815
68,-244,-653
-179,-242,-706
-128,-191,-1040
-160,-33,-1362
25,152,-1409
13,501,-1342
134,341,-1087
101,0,-810
89,-279,-626
-126,-210,-763
-230,-173,-958
-66,-115,-1249
91,273,-1440
72,374,-1448
-48,528,-1054
150,-117,-868
126,-140,-650
-144,-366,-784
-308,0,-790
60,-255,-1313
85,269,-1430
50,318,-1467
-46,515,-1067
197,-144,-890
162,-52,-726
-171,-286,-681
-154,-17,-761
39,-322,-1235
83,286,-1557
-146,249,-1407
-9,396,-1108
58,60,-923
160,-56,-786
-158,-232,-569
-54,-210,-769
-160,-165,-1155
17,199,-1629
-103,253,-1397
103,345,-1132
-15,263,-929
179,-105,-798
-64,-322,-562
-13,-257,-753
-228,-74,-1122
-111,46,-1526
23,222,-1434
39,431,-1136
27,253,-1018
150,52,-630
80,-366,-550
1,-236,-827
-275,-265,-1143
-150,167,-1397
201,148,-1432
80,482,-1257
17,244,-1018
167,-40,-651
226,-351,-587
-138,-222,-749
-341,-93,-1059
-1,-50,-1374
199,251,-1489
-117,468,-1323
76,222,-907
263,-46,-753
80,-261,-599
-122,-283,-747
-236,-117,-1030
-54,-39,-1337
140,230,-1542
-124,480,-1339
128,245,-970
76,17,-737
126,-259,-655
-171,-245,-687
-128,-218,-983
-132,-80,-1321
93,288,-1522
-83,380,-1362
89,324,-952
224,99,-808
224,-265,-747
-175,-275,-622
-267,-185,-952
-132,-35,-1290
300,173,-1512
-11,447,-1395
17,275,-1016
78,167,-817
242,-193,-694
-111,-218,-745
-283,-234,-767
132,-187,-1323
54,265,-1573
-128,327,-1424
111,435,-956
232,70,-927
-19,-136,-815
-288,-376,-573
-91,-85,-772
-5,-144,-1321
-40,208,-1528
-81,286,-1350
232,331,-1151
11,162,-972
-80,-31,-741
-93,-333,-542
9,-101,-776
-46,-101,-1309
-126,122,-1540
-60,259,-1352
46,312,-1190
29,281,-1013
99,-87,-644
97,-275,-532
-58,-70,-813
-222,-316,-1220
-56,179,-1456
52,179,-1499
128,560,-1206
-3,142,-888
224,-9,-708
185,-404,-728
-242,48,-657
-162,-513,-1139
33,218,-1495
-62,263,-1452
122,616,-1249
17,107,-872
181,-74,-835
-39,-142,-620
-99,-263,-706
-187,-417,-1001
-35,244,-1504
-68,140,-1460
42,488,-1225
-27,247,-997
236,-46,-872
46,-150,-595
-160,-279,-669
-222,-218,-1015
-29,25,-1411
-7,224,-1522
-7,448,-1294
60,199,-1036
191,35,-813
115,-351,-626
-273,-204,-605
-1,-195,-1001
-93,-39,-1341
140,148,-1491
19,585,-1370
83,232,-1024
165,-13,-767
156,-201,-679
-234,-232,-591
-15,-325,-948
-203,-70,-1313
66,206,-1469
-11,398,-1385
107,472,-1054
177,-46,-882
37,-206,-605
-138,-261,-618
-169,-81,-899
-140,-281,-1325
85,167,-1438
-62,331,-1442
81,583,-1059
138,-132,-942
-87,-80,-581
-56,-327,-587
-109,46,-812
72,-220,-1348
-25,-29,-1452
-119,372,-1436
54,573,-1177
175,37,-979
-7,-224,-605
-80,-257,-532
-154,-83,-813
-109,-242,-1315
-286,40,-1419
-103,413,-1444
48,491,-1270
-150,189,-868
-222,-179,-618
-31,-263,-618
-281,23,-743
-277,-322,-1253
-464,46,-1491
-259,279,-1415
