x,y,z,
156,-122,-989,
-169,-78,-808,
-78,183,-872,
136,72,-1091,
78,-60,-1083,
-78,52,-1050,
-13,201,-1018,
191,31,-1098,
162,-124,-968,
-40,46,-903,
95,74,-886,
226,-13,-1071,
203,-39,-1059,
78,128,-1077,
212,87,-1104,
333,11,-1063,
304,-19,-977,
29,58,-911,
181,7,-894,
244,52,-1112,
226,-23,-1192,
-48,97,-1104,
126,70,-1059,
158,115,-1034,
103,-50,-1007,
-134,11,-878,
-23,-29,-817,
9,105,-952,
1,-68,-1157,
-183,95,-1077,
-50,29,-1026,
3,119,-1026,
-9,-64,-1050,
-195,3,-878,
-56,33,-854,
-33,83,-1067,
-13,-25,-1186,
-201,13,-1073,
-13,126,-993,
27,107,-1056,
-35,-17,-1134,
-261,-105,-862,
-113,33,-806,
-21,156,-1065,
-58,-35,-1270,
-230,-13,-1011,
-80,89,-950,
23,208,-1050,
-35,-33,-1175,
-154,-183,-890,
-78,40,-749,
11,163,-1020,
-29,-7,-1251,
-132,-89,-1009,
-44,138,-913,
21,183,-1075,
9,-19,-1184,
-119,-163,-874,
-11,93,-774,
42,121,-1063,
-1,9,-1227,
-78,-76,-970,
9,224,-913,
70,105,-1143,
-1,-25,-1147,
-101,-136,-825,
-11,115,-812,
27,29,-1059,
-44,74,-1116,
-35,-46,-995,
31,169,-981,
107,39,-1155,
-15,35,-1095,
40,-97,-856,
54,48,-856,
44,9,-1097,
-9,89,-1067,
-9,-13,-999,
60,130,-1030,
50,80,-1151,
-48,70,-1036,
81,-111,-886,
-3,31,-856,
9,109,-1046,
0,13,-1059,
64,-25,-1013,
39,91,-1075,
0,167,-1134,
40,9,-1069,
101,-146,-917,
-11,13,-895,
-52,142,-983,
39,7,-1110,
64,-50,-1065,
-33,93,-1030,
-46,191,-1038,
68,-5,-1065,
107,-115,-950,
-74,-5,-892,
-56,148,-946,
19,35,-1085,
44,-62,-1097,
-107,81,-1040,
-58,191,-1020,
66,68,-1098,
81,-158,-991,
-144,-19,-901,
-89,130,-903,
58,64,-1081,
21,-60,-1112,
-105,70,-1075,
-78,115,-989,
107,121,-1106,
62,-146,-1032,
-115,-13,-890,
-81,105,-888,
103,70,-1118,
9,-72,-1104,
-126,91,-1038,
-21,142,-993,
162,74,-1075,
50,-74,-1050,
-122,17,-911,
-37,7,-862,
109,130,-1044,
40,-52,-1124,
-80,81,-1059,
-3,56,-1018,
171,111,-1050,
31,-66,-1052,
-76,-17,-917,
-35,-3,-866,
91,146,-1022,
21,-21,-1159,
-103,54,-1032,
11,40,-987,
91,175,-1015,
40,-76,-1114,
-95,-31,-913,
-5,19,-856,
56,189,-997,
29,-39,-1196,
-105,9,-1032,
23,80,-989,
101,201,-1036,
17,-124,-1122,
-105,-68,-888,
-31,25,-819,
76,173,-1016,
-21,-42,-1204,
-95,-15,-1020,
-46,146,-944,
119,119,-1102,
-11,-72,-1149,
-99,-101,-854,
-62,97,-796,
66,134,-1085,
-44,-15,-1198,
-78,-80,-979,
-39,177,-909,
101,150,-1112,
-40,-44,-1155,
-52,-167,-878,
-66,113,-792,
40,115,-1065,
-48,-9,-1171,
-52,-64,-987,
0,130,-983,
48,148,-1124,
-13,-17,-1151,
1,-167,-866,
-31,101,-819,
27,74,-1056,
-27,58,-1184,
-33,-54,-991,
15,130,-962,
29,109,-1132,
-23,-3,-1118,
58,-124,-866,
-9,62,-853,
46,74,-1067,
-72,64,-1093,
70,-37,-1026,
-23,124,-989,
23,97,-1130,
-19,60,-1075,
117,-121,-901,
-9,21,-862,
3,83,-1028,
0,111,-1067,
81,-27,-1050,
39,91,-1028,
48,95,-1108,
74,72,-1077,
187,-103,-927,
21,3,-876,
44,171,-1007,
156,5,-1106,
183,-9,-1059,
76,21,-1048,
99,197,-1038,
189,39,-1077,
300,-113,-995,
1,15,-882,
78,132,-952,
214,9,-1077,
230,-39,-1046,
72,95,-1059,
107,199,-1044,
251,-42,-1118,
261,-60,-968,
29,39,-890,
111,62,-905,
204,11,-1056,
224,-48,-1095,
0,142,-1042,
95,119,-1013,
212,-11,-1106,
234,-70,-1007,
-78,15,-913,
33,115,-884,
152,0,-1038,
167,-9,-1110,
-85,95,-1059,
39,101,-1005,
156,52,-1057,
156,-117,-1071,
-189,56,-895,
17,31,-858,
54,50,-1046,
115,-48,-1136,
-242,103,-1044,
46,66,-1018,
122,3,-1048,
70,-27,-1093,
-222,13,-876,
-13,-11,-866,
85,113,-1034,
44,-40,-1186,
-183,56,-1001,
46,31,-987,
156,158,-1032,
48,-44,-1108,
-162,-46,-940,
23,-25,-808,
130,154,-1028,
39,-17,-1200,
-130,40,-1011,
76,25,-962,
201,187,-1065,
31,-66,-1143,
-66,-64,-851,
11,31,-792,
191,146,-1036,
15,11,-1225,
-95,-37,-991,
91,111,-892,
169,160,-1114,
23,-31,-1177,
-107,-89,-854,
60,85,-804,
158,87,-1079,
-89,44,-1163,
-76,-50,-970,
60,167,-923,
185,105,-1190,
-78,-50,-1153,
-146,-31,-813,
111,91,-841,
74,97,-1169,
-44,1,-1138,
-70,-64,-907,
115,146,-938,
52,99,-1200,
-37,46,-1151,
-15,-91,-853,
109,87,-882,
11,148,-1122,
-1,-44,-1151,
25,-83,-884,
97,89,-948,
29,156,-1202,
-33,19,-1151,
54,-142,-882,
60,72,-890,
-54,119,-1069,
21,-25,-1067,
33,9,-907,
76,83,-995,
-37,162,-1173,
-52,-58,-1136,
99,-81,-899,
-50,-3,-856,
-48,126,-1056,
-21,27,-1054,
66,0,-1001,
-19,21,-1028,
-122,165,-1122,
-13,50,-1063,
136,-117,-972,
-101,-3,-897,
-68,117,-1013,
-29,39,-1030,
130,-74,-1011,
-122,50,-1073,
-81,134,-1089,
42,-7,-1081,
162,-76,-972,
-156,33,-915,
-64,119,-960,
56,-11,-1028,
113,-25,-1063,
-156,124,-1038,
-72,52,-1093,
124,-19,-1034,
150,-70,-1011,
-167,85,-925,
-42,13,-923,
80,31,-1013,
132,9,-1106,
-191,111,-1040,
-17,56,-1050,
158,-9,-1013,
99,58,-1048,
-122,-31,-942,
-64,-21,-911,
107,76,-970,
39,15,-1141,
-150,121,-1065,
-39,-21,-1042,
138,121,-1030,
99,-1,-1069,
-156,-48,-950,
-80,66,-851,
101,85,-1015,
46,64,-1184,
-177,1,-1075,
11,74,-972,
158,91,-1022,
17,7,-1124,
-101,-91,-936,
-81,111,-810,
181,99,-1007,
-48,35,-1175,
-56,0,-1089,
-27,117,-899,
226,101,-1110,
5,-5,-1097,
-103,-121,-950,
-7,158,-759,
130,15,-1075,
-21,97,-1194,
-76,-140,-1065,
-3,261,-876,
185,60,-1098,
-42,-19,-1167,
-85,-95,-913,
19,109,-792,
80,111,-1052,
-9,-35,-1198,
-121,-19,-1005,
70,156,-894,
66,89,-1138,
-1,-13,-1149,
-126,-58,-882,
93,126,-831,
0,-11,-1075,
-31,33,-1149,
-136,-29,-968,
81,201,-956,
42,35,-1143,
-31,-52,-1155,
-58,-37,-853,
46,13,-835,
-29,85,-1081,
-11,0,-1102,
-74,48,-989,
144,23,-981,
-46,122,-1114,
-60,31,-1077,
62,-70,-954,
35,-37,-876,
-35,105,-1036,
-68,3,-1046,
50,5,-993,
97,27,-1052,
-78,142,-1106,
-23,25,-1085,
33,-105,-962,
44,5,-880,
-124,124,-966,
52,39,-1065,
39,-56,-1034,
50,37,-1034,
-160,177,-1046,
80,-13,-1079,
70,-95,-940,
-13,35,-936,
-99,101,-944,
17,23,-1057,
64,-29,-1028,
-37,91,-1034,
-121,105,-1075,
80,7,-1063,
89,-91,-989,
-50,89,-907,
-105,25,-964,
99,68,-1034,
52,-39,-1063,
-44,134,-1046,
-99,42,-1046,
117,103,-1044,
89,-85,-1003,
-46,46,-919,
-128,39,-952,
154,74,-1026,
21,-7,-1077,
-87,111,-1040,
-97,0,-1048,
122,136,-997,
124,-27,-1081,
-111,29,-958,
-78,-39,-915,
117,122,-970,
23,60,-1106,
-72,23,-1073,
-95,39,-1022,
212,60,-1013,
54,54,-1108,
-74,-107,-952,
-80,-1,-866,
132,193,-962,
64,50,-1184,
-95,-74,-1065,
-35,99,-962,
171,138,-1040,
64,46,-1122,
-95,-187,-997,
-25,78,-837,
107,204,-964,
66,9,-1202,
-81,-140,-1052,
-80,162,-897,
208,124,-1075,
9,21,-1173,
-72,-206,-958,
-78,203,-772,
113,99,-1024,
44,-13,-1175,
-115,-130,-1038,
-31,224,-894,
136,76,-1126,
-17,-13,-1167,
-101,-150,-890,
-70,206,-790,
134,13,-1059,
-31,40,-1169,
-93,-72,-1016,
-23,169,-899,
126,97,-1112,
-5,25,-1161,
-91,-134,-940,
21,78,-812,
99,81,-1046,
-60,35,-1089,
-64,-70,-999,
50,121,-936,
95,169,-1163,
-113,-60,-1134,
-52,-85,-884,
33,15,-827,
3,162,-1069,
-76,-11,-1102,
-31,-15,-979,
140,-64,-1013,
-68,306,-1153,
-64,-54,-1069,
72,-40,-925,
48,-62,-892,
-23,234,-1050,
-91,13,-1042,
179,-115,-1007,
-3,0,-1015,
-39,290,-1122,
-60,-68,-1077,
134,-91,-960,
-15,23,-892,
-80,199,-1013,
80,9,-1013,
25,-103,-1048,
-25,105,-1009,
-101,91,-1093,
-3,44,-1102,
117,-156,-942,
-15,60,-886,
-99,160,-962,
103,25,-1126,
-105,25,-1009,
68,-39,-987,
-160,152,-1048,
81,64,-1071,
122,-109,-991,
-64,85,-917,
-152,56,-981,
109,62,-1032,
-29,-58,-1015,
-23,162,-979,
-148,37,-1112,
156,136,-1079,
37,-103,-1020,
-76,101,-894,
-58,-99,-942,
85,185,-1011,
31,-17,-1081,
-39,87,-1011,
-128,-46,-1079,
181,181,-1003,
48,19,-1054,
1,-105,-974,
-187,-31,-884,
152,249,-956,
21,19,-1145,
-78,-33,-1095,
-121,-23,-999,
187,226,-1044,
78,-56,-1089,
-62,-113,-974,
-167,64,-823,
232,201,-987,
-48,66,-1145,
-15,-185,-1136,
-203,173,-899,
312,101,-1030,
-11,99,-1108,
-37,-261,-979,
-134,181,-774,
255,140,-1020,
-70,78,-1171,
-50,-322,-1120,
-119,343,-812,
324,1,-1065,
56,142,-1149,
-122,-300,-964,
56,242,-802,
54,81,-1022,
56,7,-1216,
-132,-162,-970,
78,238,-927,
148,91,-1044,
48,31,-1198,
-169,-214,-915,
122,132,-858,
-52,121,-1030,
66,54,-1151,
-236,-64,-929,
146,113,-976,
-11,136,-1100,
-54,23,-1200,
-216,-162,-899,
11,66,-876,
-72,136,-1015,
-78,-9,-1134,
-230,-27,-913,
76,-9,-1040,
-95,249,-1147,
-163,-35,-1159,
-187,-80,-923,
-93,-64,-853,
-115,212,-1022,
-201,78,-1042,
-72,-132,-1005,
-37,-31,-1011,
-146,257,-1126,
-210,52,-1120,
-33,-216,-1011,
-144,13,-847,
-113,251,-999,
-191,78,-1098,
27,-226,-1079,
-191,91,-948,
-177,245,-1130,
-197,48,-1095,
1,-255,-1028,
-189,103,-847,
-160,130,-964,
-163,29,-1018,
-3,-173,-1085,
-171,160,-985,
-204,105,-1132,
-142,152,-1077,
-25,-228,-1003,
-150,115,-882,
-206,31,-962,
-93,130,-1018,
-121,-72,-1089,
-142,134,-997,
-296,5,-1087,
-58,177,-1081,
-40,-103,-985,
-121,37,-940,
-294,42,-931,
23,132,-1005,
-109,35,-1056,
-44,-42,-1104,
-218,19,-1005,
146,169,-1052,
50,-52,-1007,
1,-85,-1001,
-187,31,-888,
181,185,-1011,
-11,50,-1098,
60,-105,-1163,
-245,91,-923,
275,124,-1018,
50,9,-1059,
27,-175,-979,
-122,33,-841,
162,162,-935,
62,121,-1104,
0,-212,-1138,
-167,240,-946,
267,50,-1001,
72,122,-1120,
-64,-204,-974,
-52,44,-833,
70,193,-952,
152,-23,-1169,
-124,-97,-1052,
17,136,-1015,
212,103,-987,
134,89,-1134,
-50,-177,-946,
11,97,-796,
144,175,-997,
181,-21,-1192,
-160,-70,-1003,
99,117,-1042,
126,130,-1032,
5,95,-1167,
-85,-242,-950,
-76,154,-798,
72,165,-993,
50,9,-1141,
-203,-60,-972,
146,-3,-1005,
33,261,-1057,
1,-19,-1159,
-74,-146,-915,
-33,46,-831,
81,136,-1022,
-62,-9,-1141,
-117,-70,-1036,
72,54,-970,
-17,271,-1120,
-80,-44,-1141,
-60,-144,-936,
-62,11,-864,
66,115,-1001,
-162,121,-1073,
103,-220,-1093,
-39,89,-919,
54,162,-1126,
-158,58,-1114,
40,-97,-995,
-46,-9,-876,
5,183,-1005,
-165,91,-1030,
158,-162,-1116,
-58,132,-925,
54,76,-1136,
-167,103,-1081,
85,-154,-995,
-13,13,-880,
-17,130,-989,
-50,64,-1069,
113,-160,-1071,
-44,201,-917,
-31,29,-1118,
-99,146,-1120,
99,-179,-979,
5,70,-903,
-121,85,-952,
66,48,-1048,
44,-81,-1040,
11,156,-997,
-124,3,-1083,
0,152,-1079,
119,-117,-991,
-11,68,-948,
-160,68,-911,
142,80,-1042,
-5,52,-1063,
66,-1,-1085,
-226,62,-989,
83,187,-1034,
128,-113,-1020,
-50,-5,-968,
-167,42,-913,
140,175,-991,
-13,80,-1085,
60,-93,-1134,
-251,87,-958,
162,156,-1048,
134,-81,-1071,
-58,-56,-976,
-119,23,-903,
111,210,-958,
62,27,-1136,
-13,-152,-1126,
-259,185,-940,
249,80,-1020,
95,-3,-1100,
-58,-95,-968,
-83,48,-880,
105,208,-1007,
89,-23,-1145,
-93,-126,-1081,
-175,150,-952,
245,78,-985,
85,74,-1132,
-54,-204,-981,
-66,97,-831,
68,183,-974,
115,31,-1155,
-181,-140,-1061,
3,115,-977,
179,115,-952,
101,68,-1157,
-81,-245,-976,
-70,136,-831,
64,171,-956,
105,11,-1206,
-201,-132,-993,
83,70,-1009,
78,197,-946,
95,70,-1173,
-121,-240,-974,
-37,107,-839,
60,169,-987,
80,5,-1208,
-195,-85,-964,
128,3,-970,
31,292,-1003,
66,-19,-1184,
-91,-199,-942,
-39,132,-831,
101,121,-1009,
-31,78,-1138,
-91,-134,-1018,
78,29,-911,
60,273,-1108,
-19,-60,-1147,
-33,-91,-942,
-40,17,-856,
103,156,-1028,
-109,91,-1093,
21,-142,-1057,
42,46,-911,
42,242,-1110,
-74,-21,-1149,
-9,-103,-960,
1,-50,-856,
56,212,-1015,
-132,126,-1065,
134,-216,-1100,
-56,132,-925,
93,122,-1138,
-148,76,-1093,
97,-156,-985,
-21,-40,-839,
29,238,-1018,
-101,21,-1081,
156,-173,-1098,
-52,124,-915,
9,128,-1097,
-142,107,-1067,
140,-181,-977,
-13,19,-903,
-62,191,-979,
3,23,-1098,
35,-89,-1079,
-5,115,-962,
-83,72,-1069,
-99,142,-1073,
138,-148,-985,
-1,27,-935,
-117,117,-964,
64,70,-1061,
-3,-27,-1056,
21,85,-1026,
-160,42,-1028,
21,177,-1063,
117,-111,-972,
-19,-13,-970,
-175,80,-956,
103,128,-1030,
-56,40,-1057,
11,-31,-1077,
-244,101,-981,
76,146,-1061,
95,-70,-1040,
-56,-42,-989,
-122,-3,-909,
68,203,-974,
-351,56,-1145,
-199,-85,-995,
-530,-9,-1009,
-154,197,-954,
-952,-40,-1264,
-886,-54,-897,
-952,-80,-907,
-1075,150,-1015,
-1376,191,-974,
-1464,-103,-1079,
-1389,-31,-927,
-1311,5,-1005,
-1374,308,-964,
-1633,-247,-1042,
-1333,-99,-888,
-1409,85,-952,
-1175,374,-1042,
-1479,-210,-1134,
-1173,-62,-1079,
-1061,70,-1114,
-1028,365,-1342,
-1175,-232,-983,
-1151,-316,-823,
-1077,290,-966,
-966,220,-1354,
-1083,-234,-1018,
-1171,-300,-970,
-774,394,-1057,
-960,407,-1397,
-870,-384,-907,
-1171,-298,-644,
-689,224,-935,
-911,374,-1204,
-1001,-333,-977,
-972,-226,-929,
-831,220,-1124,
-1013,466,-1194,
-1122,-310,-790,
-1126,-253,-698,
-1083,56,-909,
-1331,484,-1046,
-1344,-199,-987,
-1264,-216,-1028,
-1249,56,-1272,
-1454,519,-1169,
-1342,-101,-888,
-1393,-204,-769,
-1118,-85,-966,
-1315,523,-1028,
-1231,17,-995,
-1235,-281,-1052,
-1255,-105,-1341,
-1438,331,-1151,
-1307,181,-864,
-1370,-407,-938,
-1335,-236,-1046,
-1423,626,-989,
-1200,343,-1013,
-1270,-466,-1118,
-1259,-302,-1155,
-1227,503,-977,
-1036,-56,-915,
-1362,-474,-899,
-1270,-122,-1030,
-1141,583,-1175,
-1138,60,-1089,
-1382,-245,-981,
-1303,-39,-936,
-1223,445,-1163,
-1223,-93,-1081,
-1530,-538,-845,
-1372,193,-999,
-1380,544,-1212,
-1479,-206,-1097,
-1581,-411,-829,
-1305,179,-933,
-1272,575,-1184,
-1346,-111,-1097,
-1438,-587,-884,
-1356,212,-882,
-1354,402,-1036,
-1270,31,-1075,
-1522,-327,-1106,
-1450,-42,-1179,
-1622,712,-1149,
-1329,-234,-954,
-1403,-87,-936,
-1401,-89,-825,
-1428,283,-874,
-1210,111,-1100,
-1432,-300,-1130,
-1204,103,-946,
-1237,130,-1268,
-1223,126,-1020,
-1368,-407,-849,
-1350,101,-759,
-1389,392,-1112,
-1305,-81,-1212,
-1282,-191,-1079,
-1298,-76,-1132,
-1280,511,-1110,
-1138,-257,-983,
-1417,-464,-722,
-1407,173,-778,
-1346,394,-1038,
-1444,-89,-1257,
-1229,-569,-1167,
-1668,521,-1169,
-1040,448,-1016,
-1426,17,-1161,
-1268,-517,-915,
-1752,-44,-714,
-1241,222,-843,
-1424,-1,-1249,
-1477,-245,-1134,
-1581,245,-1054,
-1091,341,-1233,
-1637,3,-1054,
-1637,-447,-700,
-1368,255,-769,
-1290,281,-946,
-1456,-238,-1225,
-1518,-39,-1247,
-1204,185,-1136,
-1342,488,-1149,
-1059,-87,-944,
-1225,-300,-771,
-1325,-25,-702,
-1255,167,-851,
-1294,13,-1122,
-1229,-261,-1286,
-1409,-13,-1173,
-1200,136,-1376,
-1737,486,-979,
-1054,-452,-730,
-1706,-308,-700,
-1087,353,-872,
-1335,284,-1159,
-845,-370,-1104,
-1323,-56,-1212,
-1036,419,-1120,
-1020,-121,-974,
-1069,-162,-821,
-1167,-91,-831,
-858,366,-1056,
-890,156,-1057,
-921,9,-1311,
-954,-83,-1073,
-509,445,-1081,
-940,74,-962,
-876,-509,-997,
-534,204,-714,
-665,-50,-737,
-687,267,-1028,
-292,-203,-1253,
-429,111,-1093,
-404,140,-1020,
-513,-240,-1034,
-189,-19,-804,
-177,-160,-845,
-283,281,-1048,
-132,269,-1059,
-74,-759,-1069,
-244,493,-1073,
-58,167,-1091,
-56,240,-874,
93,-255,-849,
-257,-242,-892,
163,366,-911,
-238,-509,-925,
-97,257,-1120,
-128,136,-1059,
-179,569,-1163,
17,-7,-866,
-89,-283,-884,
-548,343,-841,
-17,-242,-925,
-329,121,-1069,
-257,-50,-1075,
-659,130,-1079,
177,271,-1106,
-380,83,-974,
-29,-413,-737,
-513,-187,-823,
-89,150,-927,
-193,85,-843,
-144,62,-1249,
-468,269,-954,
-128,197,-1028,
-189,-226,-1020,
-138,-19,-1022,
-302,5,-722,
-138,261,-979,
-111,40,-1124,
-31,-366,-1200,
-312,339,-897,
-193,-60,-1040,
195,169,-1106,
-275,-281,-1057,
175,101,-655,
-261,359,-796,
195,-435,-1159,
-339,99,-1056,
128,154,-1018,
-191,372,-991,
337,-101,-1149,
-261,-185,-956,
121,-134,-659,
-162,126,-1028,
245,-115,-942,
-404,81,-1116,
48,130,-1015,
-126,156,-1120,
156,97,-1048,
-74,-93,-911,
-222,93,-808,
195,-109,-903,
-134,132,-999,
-35,-31,-1016,
-80,40,-985,
-39,228,-1225,
-5,19,-1151,
-91,-33,-747,
-138,138,-663,
-81,81,-903,
-42,341,-993,
31,-513,-1173,
-31,119,-1042,
-122,421,-1138,
163,284,-1026,
140,-306,-1052,
-7,-281,-880,
156,189,-628,
-64,236,-942,
-31,78,-1335,
-85,-144,-1214,
-48,23,-882,
238,46,-1030,
-337,-115,-1067,
355,-99,-614,
-173,115,-854,
-5,-117,-981,
48,-21,-1126,
-247,25,-1018,
58,46,-1089,
3,429,-1057,
312,-247,-890,
-374,265,-720,
15,-179,-933,
33,343,-1110,
122,-437,-962,
-226,181,-944,
-222,236,-1073,
247,310,-970,
142,-226,-948,
-156,-150,-782,
-267,44,-569,
177,-33,-940,
-39,439,-812,
103,-144,-1151,
-257,66,-1253,
199,13,-976,
-132,31,-882,
19,-136,-888,
-152,210,-888,
-64,-247,-888,
7,218,-1075,
-62,138,-974,
-80,175,-1100,
279,-9,-1030,
-273,-15,-1048,
390,-269,-853,
-325,361,-774,
247,11,-829,
-56,128,-1077,
185,-197,-1136,
-325,167,-1089,
177,152,-1128,
113,17,-995,
-154,-31,-899,
-167,31,-700,
56,-87,-923,
284,-245,-1089,
-208,316,-1114,
-134,347,-970,
283,144,-1272,
-70,-560,-1091,
91,-80,-675,
-97,156,-620,
-1,417,-1056,
117,-74,-1149,
56,-304,-933,
-54,384,-956,
27,128,-1182,
281,111,-983,
-42,-218,-919,
-167,-17,-796,
-21,109,-895,
76,269,-1110,
35,39,-1095,
-187,-1,-1065,
-3,119,-1087,
167,-294,-989,
-3,169,-944,
-27,99,-835,
-128,107,-759,
11,-499,-1095,
-99,191,-1337,
40,277,-882,
-119,691,-854,
376,-316,-1243,
80,-478,-1169,
-1,-255,-759,
78,644,-583,
324,-87,-1089,
101,-156,-1329,
85,-91,-964,
64,245,-895,
359,310,-1155,
263,-29,-1104,
70,-162,-679,
175,-76,-810,
357,101,-1040,
304,501,-1130,
417,-119,-911,
700,-181,-1184,
905,318,-962,
528,-577,-1385,
1637,759,-156,
1077,-128,-851,
1456,-66,-1216,
1514,-113,-1161,
1534,140,-1054,
1467,591,-1065,
1383,21,-1253,
1618,-197,-919,
1276,-827,-952,
1284,528,-759,
1510,281,-999,
1225,-193,-1077,
1069,-39,-968,
1385,238,-958,
1454,394,-1061,
808,-312,-841,
1036,-343,-650,
962,464,-858,
993,382,-1126,
919,-19,-1212,
999,-251,-1124,
698,261,-1128,
970,423,-815,
798,-384,-1018,
1016,-458,-976,
854,165,-882,
1159,761,-1020,
974,281,-1241,
981,11,-1065,
1249,19,-796,
1280,-140,-991,
1155,-349,-1167,
1434,-179,-1136,
1214,269,-960,
1216,454,-911,
1303,-240,-1056,
1419,-3,-1009,
1557,236,-880,
1387,240,-1122,
1311,-489,-1098,
1352,-509,-915,
1175,435,-724,
1239,579,-798,
1165,-115,-1075,
1341,-609,-1233,
1098,439,-987,
1348,230,-882,
1350,-83,-1059,
1499,-501,-1005,
1266,208,-851,
1276,474,-927,
1259,-31,-1141,
1358,-277,-1179,
1216,290,-1063,
1167,521,-962,
1196,-247,-1079,
1335,-404,-966,
1247,54,-829,
1268,433,-956,
1171,-19,-1221,
1391,-29,-1075,
1378,374,-1020,
1210,407,-946,
1432,-240,-935,
1530,-378,-960,
1278,267,-895,
1233,407,-966,
1573,-284,-1194,
1300,-101,-1173,
1382,509,-942,
1313,327,-892,
1491,-505,-1040,
1569,-361,-983,
1497,175,-856,
1249,550,-977,
1524,-212,-1001,
1372,-70,-1235,
1532,468,-954,
1253,316,-911,
1514,-472,-1052,
1493,-419,-1108,
1309,97,-911,
1262,523,-823,
1446,-97,-1059,
1352,19,-1300,
1040,204,-1067,
1411,443,-812,
1262,-468,-1149,
1485,-236,-1003,
1057,134,-897,
1401,464,-763,
1260,-136,-1257,
1446,-13,-1093,
1337,134,-991,
1218,413,-956,
1339,-386,-1177,
1452,-257,-1054,
1403,107,-739,
1116,528,-882,
1454,25,-1095,
1292,-156,-1223,
1393,201,-960,
1180,253,-966,
1598,-288,-993,
1464,-318,-1065,
1368,160,-808,
1290,421,-843,
1581,-56,-1073,
1327,9,-1175,
1305,181,-1020,
1268,279,-911,
1469,-296,-1106,
1397,-179,-1102,
1323,78,-845,
1288,407,-780,
1473,-206,-1052,
1426,-44,-1163,
1350,259,-1009,
1313,296,-931,
1458,-300,-1179,
1528,-388,-1118,
1284,128,-872,
1301,489,-774,
1497,-60,-1124,
1432,-9,-1186,
1319,171,-1042,
1307,339,-927,
1356,-230,-1098,
1323,-267,-1102,
1198,9,-829,
1063,482,-812,
1087,-81,-1048,
1009,7,-1151,
854,126,-993,
806,368,-925,
927,-175,-1054,
895,-214,-1153,
817,-11,-854,
747,302,-728,
849,-17,-1013,
784,40,-1153,
728,115,-1079,
650,312,-985,
683,-218,-1081,
704,-283,-1136,
532,33,-927,
452,335,-819,
515,109,-1046,
466,-37,-1204,
349,31,-1089,
324,253,-919,
374,-89,-1036,
384,-165,-1139,
275,-60,-931,
210,191,-796,
244,78,-958,
238,113,-1145,
193,111,-1120,
134,160,-954,
177,-89,-1067,
236,-163,-1169,
197,-50,-936,
39,146,-759,
130,83,-958,
165,62,-1145,
111,54,-1122,
46,121,-993,
130,15,-1040,
251,-119,-1138,
105,-29,-894,
132,-40,-794,
163,179,-964,
201,189,-1175,
173,68,-1118,
89,39,-989,
201,-9,-1036,
310,-89,-1161,
245,-33,-946,
126,13,-790,
191,60,-901,
240,197,-1145,
197,134,-1130,
122,80,-1050,
206,-54,-1005,
245,-64,-1108,
187,-113,-948,
93,9,-813,
89,199,-911,
130,177,-1192,
78,74,-1130,
13,-9,-1003,
58,111,-1030,
167,-52,-1089,
101,-89,-995,
37,-72,-792,
-1,158,-925,
138,183,-1169,
-5,138,-1130,
29,-25,-1028,
-9,39,-1024,
165,-48,-1091,
89,-107,-1040,
31,-27,-819,
-23,169,-876,
148,158,-1132,
-13,56,-1149,
-3,-15,-1034,
13,117,-1040,
60,-31,-1079,
87,-193,-1030,
9,-48,-802,
-56,165,-862,
122,216,-1165,
7,87,-1139,
-11,-31,-1030,
-23,-11,-942,
58,60,-1034,
111,-115,-1079,
21,-52,-886,
-62,85,-851,
60,142,-1046,
-29,95,-1077,
-19,68,-1075,
-33,52,-1020,
109,15,-1102,
50,-140,-1073,
9,-70,-812,
-101,111,-790,
48,230,-1067,
-109,48,-1202,
-111,-15,-1095,
-183,105,-983,
-37,58,-1015,
-40,-105,-1048,
-121,-56,-901,
-126,37,-870,
-40,181,-991,
-50,126,-1132,
-85,29,-1114,
-64,66,-1015,
37,46,-1057,
39,-121,-1130,
0,-115,-905,
-5,44,-800,
33,220,-1028,
64,105,-1255,
64,35,-1098,
-11,39,-944,
103,52,-1028,
119,-107,-1071,
103,-146,-913,
17,37,-812,
21,216,-987,
35,150,-1182,
0,15,-1104,
-15,21,-972,
70,-11,-972,
130,-83,-1075,
99,-117,-964,
19,35,-870,
62,162,-974,
80,132,-1147,
52,-7,-1083,
-39,111,-985,
97,85,-1018,
64,-109,-1175,
119,-130,-1001,
-44,11,-784,
23,201,-938,
11,185,-1198,
54,7,-1122,
-66,19,-966,
5,56,-991,
85,-66,-1083,
27,-117,-1016,
-52,44,-837,
-21,150,-921,
40,128,-1136,
-39,64,-1091,
-40,27,-1013,
1,70,-1026,
33,-80,-1153,
39,-162,-1003,
-48,-29,-780,
-70,210,-888,
13,142,-1155,
-50,37,-1136,
-81,17,-1016,
-58,128,-1034,
78,-95,-1122,
19,-163,-1028,
-62,-19,-769,
-42,187,-915,
35,185,-1165,
-48,39,-1177,
-44,-15,-1024,
-33,93,-970,
9,-15,-1077,
27,-158,-1044,
-40,-21,-849,
-93,156,-915,
33,119,-1110,
-68,85,-1118,
-39,15,-1048,
-39,111,-1009,
81,-29,-1102,
7,-187,-1042,
1,-66,-790,
-95,210,-870,
93,226,-1138,
-50,72,-1186,
-17,-19,-1005,
-48,42,-972,
80,13,-1052,
107,-103,-1061,
-17,-29,-851,
-64,115,-909,
23,181,-1067,
-44,97,-1122,
-29,-13,-1028,
-66,115,-1026,
